date,red_fighter,blue_fighter,winner,red_sig_str_percent,blue_sig_str_percent,red_sub_att,blue_sub_att,red_stance,blue_stance,red_total_str_percent,blue_total_str_percent,red_td_percent,blue_td_percent,height_diff,reach_diff,red_age,blue_age,red_sig_strike_defence_percent,blue_sig_strike_defence_percent,red_td_defence_percent,blue_td_defence_percent,red_total_str_average,blue_total_str_average,red_sig_strike_defence_average,blue_sig_strike_defence_average,red_sig_str_average,blue_sig_str_average,red_td_defence_average,blue_td_defence_average,red_td_average,blue_td_average
2023-09-02,Zarah Fairn,Jacqueline Cavalcanti,L,0.1505791505791505,0.5701357466063348,0,0,Orthodox,Orthodox,0.1505791505791505,0.5720720720720721,0.0,0.0,0.0,5.079999999999984,40,26,0.43,0.85,1.0,1.0,0.5568107439335888,,0.44999999999999996,,0.443473724151015,,0.6666666666666666,,0.0,
2023-08-26,Max Holloway,Chan Sung Jung,W,0.5859375,0.2741935483870967,1,0,Orthodox,Orthodox,0.5859375,0.2777777777777778,0.0,0.0,10.0,-7.620000000000003,32,36,0.73,0.42,1.0,1.0,0.4707868199528598,0.5224831601571982,0.6137037037037038,0.6072727272727273,0.4526252483598073,0.47023110178059485,0.8681481481481482,0.8518181818181817,0.17037037037037037,0.19090909090909092
2023-08-26,Anthony Smith,Ryan Spann,W,0.6190476190476191,0.3155080213903743,0,0,Orthodox,Orthodox,0.6190476190476191,0.3246073298429319,0.3333333333333333,0.0,-3.0,-7.620000000000003,35,32,0.69,0.39,1.0,0.6699999999999999,0.5422498074578391,0.4622266528123401,0.49526315789473685,0.534,0.49327214678572995,0.4457077461528452,0.661578947368421,0.6980000000000001,0.14385964912280702,0.22857142857142856
2023-08-26,Giga Chikadze,Alex Caceres,W,0.4609929078014184,0.369047619047619,0,0,Orthodox,Southpaw,0.4609929078014184,0.369047619047619,0.0,0.0,5.0,2.539999999999992,35,35,0.64,0.54,1.0,1.0,0.47665383044908505,0.5400463894477837,0.59625,0.6117857142857143,0.4651876975059967,0.49768696904482407,0.87125,0.6564285714285714,0.1875,0.255952380952381
2023-08-26,Rinya Nakamura,Fernie Garcia,W,0.631578947368421,0.2272727272727272,3,1,Southpaw,Orthodox,0.6666666666666666,0.4716981132075472,1.0,0.0,0.0,2.539999999999992,28,31,0.78,0.37,1.0,0.0,0.44,0.5266923076923076,0.6,0.5299999999999999,0.44,0.41824801412180057,1.0,0.485,0.0,0.25
2023-08-26,Erin Blanchfield,Taila Santos,W,0.4765625,0.3642384105960264,0,0,Orthodox,Orthodox,0.5666666666666667,0.4752475247524752,0.0,0.0,-5.0,-5.079999999999984,24,30,0.64,0.53,1.0,1.0,0.634147997504193,0.6226212116525613,0.594,0.5733333333333334,0.5601979949874687,0.5177490305044484,0.9339999999999999,0.8333333333333334,0.6416666666666667,0.7857142857142857
2023-08-26,Junior Tafa,Parker Porter,W,0.6153846153846154,0.2222222222222222,0,0,Orthodox,Orthodox,0.6875,0.3,0.0,0.0,7.0,0.0,27,38,0.78,0.39,1.0,1.0,0.4743589743589743,0.43682049494553377,0.76,0.48714285714285716,0.360655737704918,0.4191945617037421,0.84,0.9285714285714286,0.0,0.125
2023-08-26,Waldo Cortes-Acosta,Lukasz Brzeski,W,0.3333333333333333,0.6363636363636364,0,0,Orthodox,Orthodox,0.3478260869565217,0.6521739130434783,0.0,0.0,0.0,0.0,32,31,0.37,0.6699999999999999,1.0,1.0,0.5181655582948338,0.5617063492063492,0.48666666666666664,0.5,0.512489653846543,0.49872591176938996,0.6933333333333334,0.6950000000000001,0.0,0.0
2023-08-26,Toshiomi Kazama,Garrett Armfield,L,0.4838709677419355,0.5844155844155844,0,0,Orthodox,Orthodox,0.4838709677419355,0.5844155844155844,0.0,0.0,2.0,-2.5400000000000205,26,27,0.42,0.52,1.0,1.0,0.4,0.3493975903614458,0.56,0.6,0.4,0.2916666666666667,1.0,0.6699999999999999,0.0,0.0
2023-08-26,Chidi Njokuani,Michal Oleksiejczuk,L,0.5087719298245614,0.6111111111111112,0,0,Orthodox,Southpaw,0.5172413793103449,0.6352941176470588,0.0,1.0,7.0,15.23999999999998,35,29,0.39,0.5,0.0,1.0,0.7350850875467244,0.5998733191316924,0.35,0.6518181818181819,0.7261232231820467,0.5462173578798217,0.6825,0.7000000000000001,0.0,0.10606060606060605
2023-08-26,Song Kenan,Rolando Bedoya,W,0.5033557046979866,0.4341085271317829,0,0,Orthodox,Orthodox,0.5279503105590062,0.4307692307692308,0.0,0.0,3.0,-7.620000000000003,33,27,0.5700000000000001,0.5,1.0,1.0,0.5621303858358664,0.7142857142857143,0.5428571428571428,0.55,0.5534560905533451,0.7129186602870813,0.6428571428571429,1.0,0.09523809523809523,0.0
2023-08-26,Billy Goff,Yusaku Kinoshita,W,0.4705882352941176,0.320754716981132,0,0,Switch,Southpaw,0.4831460674157303,0.320754716981132,0.0,0.0,-5.0,2.539999999999992,25,23,0.6799999999999999,0.53,1.0,1.0,,0.44,,0.37,,0.4166666666666667,,0.43,,0.0
2023-08-26,Liang Na,JJ Aldrich,L,0.2682926829268293,0.7230769230769231,0,0,Orthodox,Southpaw,0.4426229508196721,0.7640449438202247,0.75,0.0,0.0,0.0,27,31,0.28,0.74,1.0,0.25,0.5006257822277848,0.5125545836761157,0.29499999999999993,0.5975,0.46949891067538124,0.4578914443651461,1.0,0.7483333333333334,0.375,0.1753968253968254
2023-08-26,SeungWoo Choi,Jarno Errens,W,0.4869565217391304,0.3947368421052631,0,0,Orthodox,Orthodox,0.6033519553072626,0.4545454545454545,1.0,0.0,3.0,2.539999999999992,31,29,0.61,0.52,1.0,0.0,0.46418323062544553,0.484375,0.4525,0.55,0.37442636290408393,0.3773584905660377,0.8725,0.4,0.2708333333333333,0.0
2023-08-19,Aljamain Sterling,Sean O'Malley,L,0.4857142857142857,0.7142857142857143,0,0,Orthodox,Switch,0.5217391304347826,0.7222222222222222,0.0,0.0,-10.0,-2.539999999999992,34,29,0.29,0.52,1.0,1.0,0.6165497003119768,0.6106428370468492,0.6305555555555555,0.599,0.5275986246257734,0.6048199894763356,0.7561111111111111,0.8470000000000001,0.33686786162276355,0.05
2023-08-19,Zhang Weili,Amanda Lemos,W,0.7511520737327189,0.3809523809523809,0,2,Switch,Southpaw,0.8268156424581006,0.4264705882352941,0.8571428571428571,0.0,0.0,-5.079999999999984,34,36,0.62,0.25,1.0,0.15,0.5985972621274045,0.6012637069465153,0.5522222222222222,0.5744444444444444,0.5612181002021273,0.5654936504746769,0.8611111111111112,0.9288888888888889,0.2403198653198653,0.3888888888888889
2023-08-19,Neil Magny,Ian Garry,L,0.4090909090909091,0.6066666666666667,0,0,Orthodox,Orthodox,0.5483870967741935,0.6491228070175439,0.0,1.0,0.0,15.23999999999998,36,26,0.4,0.6,0.0,1.0,0.5794948325273823,0.5786596933039742,0.52,0.562,0.44031197637538344,0.5615131701919267,0.6083333333333333,0.752,0.3615079365079365,0.1
2023-08-19,Da'Mon Blackshear,Mario Bautista,L,0.5172413793103449,0.5766423357664233,0,1,Switch,Switch,0.5625,0.6335403726708074,0.5714285714285714,0.2,3.0,7.620000000000003,29,30,0.43,0.49,0.8,0.43,0.5461467712321774,0.5452431263862604,0.47250000000000003,0.505,0.46833890746934226,0.49055945014019087,0.5625,0.7125,0.3416666666666667,0.5520833333333333
2023-08-19,Marlon Vera,Pedro Munhoz,W,0.5617529880478087,0.4593495934959349,0,0,Switch,Orthodox,0.5617529880478087,0.4593495934959349,0.0,0.0,5.0,12.700000000000015,31,37,0.55,0.4399999999999999,1.0,1.0,0.5371055837972186,0.4998506786338637,0.5142857142857143,0.5789473684210527,0.5033742377191393,0.4848812392802884,0.7566666666666667,0.8478947368421053,0.2579365079365079,0.14736842105263157
2023-08-19,Chris Weidman,Brad Tavares,L,0.4021739130434782,0.6086956521739131,0,0,Orthodox,Orthodox,0.4148936170212766,0.6120689655172413,0.0,0.0,3.0,10.159999999999997,39,36,0.4,0.6,1.0,1.0,0.5622792815868307,0.47028007924352094,0.5729411764705883,0.5495454545454546,0.47026442559201226,0.41466424553174935,0.9023529411764706,0.8440909090909091,0.5824849170437405,0.15782828282828285
2023-08-19,Gregory Rodrigues,Denis Tiuliulin,W,0.8333333333333334,0.2857142857142857,0,0,Orthodox,Orthodox,0.75,0.375,0.5,0.0,5.0,-5.0800000000000125,32,35,0.72,0.17,1.0,0.5,0.5795305022902352,0.43661573903027406,0.5333333333333333,0.39666666666666667,0.5689365860450585,0.39836709773083046,1.0,0.6699999999999999,0.35000000000000003,0.0
2023-08-19,Kurt Holobaugh,Austin Hubbard,W,0.5126050420168067,0.411214953271028,2,0,Orthodox,Orthodox,0.5902777777777778,0.488,0.0,0.3333333333333333,2.0,-2.539999999999992,37,32,0.5900000000000001,0.49,0.6699999999999999,1.0,0.5534882127192982,0.54694265089843,0.4125,0.5785714285714285,0.41196868705158085,0.5070683530335522,0.585,0.7757142857142857,0.29166666666666663,0.3102040816326531
2023-08-19,Brad Katona,Cody Gibson,W,0.5144694533762058,0.6119402985074627,0,0,Orthodox,Orthodox,0.5290519877675841,0.6190476190476191,0.0,0.0,-10.0,-17.78,32,36,0.39,0.49,1.0,1.0,0.5756736451163684,0.3847697529865334,0.61,0.59,0.5105202173240148,0.3372137452468376,0.6975,0.7675,0.13392857142857142,0.29166666666666663
2023-08-19,Andre Petroski,Gerald Meerschaert,W,0.4318181818181818,0.5100671140939598,0,0,Switch,Southpaw,0.4685314685314685,0.5542168674698795,0.4,0.3333333333333333,-2.0,-10.159999999999997,32,36,0.49,0.5700000000000001,0.6699999999999999,0.6,0.4984407895611308,0.5032359184777784,0.55,0.505,0.4545955882352941,0.45566612628288755,0.9175,0.5166666666666667,0.41792929292929293,0.2622474747474748
2023-08-19,Andrea Lee,Natalia Silva,L,0.344,0.4022988505747126,0,0,Orthodox,Southpaw,0.344,0.4022988505747126,0.0,0.0,5.0,10.159999999999997,35,27,0.6,0.6599999999999999,1.0,1.0,0.5631744353526211,0.5721770781012405,0.6359999999999999,0.6466666666666666,0.5138230151781937,0.5294544544544545,0.489,0.9533333333333333,0.47833333333333333,0.2222222222222222
2023-08-19,Karine Silva,Maryna Moroz,W,0.5660377358490566,0.2909090909090909,1,0,Orthodox,Orthodox,0.6842105263157895,0.3787878787878788,1.0,0.0,-5.0,0.0,30,32,0.71,0.4399999999999999,1.0,0.0,0.31999999999999995,0.39538229805071146,0.635,0.539,0.275,0.35953928627310805,1.0,0.608,1.0,0.10944444444444446
2023-08-12,Vicente Luque,Rafael Dos Anjos,W,0.5106382978723404,0.4852941176470588,0,1,Orthodox,Southpaw,0.6244343891402715,0.5529411764705883,0.7272727272727273,0.2857142857142857,7.0,12.699999999999989,32,39,0.52,0.49,0.72,0.28,0.5650098222195706,0.5571042932816315,0.5584210526315789,0.6323333333333333,0.5328527621751197,0.48828566483052965,0.7878947368421053,0.732,0.05714285714285715,0.2960937102113573
2023-08-12,Cub Swanson,Hakeem Dawodu,W,0.4935897435897436,0.5397727272727273,0,0,Orthodox,Orthodox,0.5487179487179488,0.5758928571428571,0.5,0.0,0.0,-7.620000000000003,40,32,0.47,0.51,1.0,0.5,0.5480432227205704,0.5781681247569624,0.6140909090909091,0.5911111111111111,0.5213538894939954,0.5484150388646428,0.7977272727272727,0.7055555555555555,0.36666666666666664,0.0
2023-08-12,Khalil Rountree Jr.,Chris Daukaus,W,0.6666666666666666,0.3809523809523809,0,0,Southpaw,Orthodox,0.6666666666666666,0.5,0.0,0.0,-5.0,0.0,33,34,0.62,0.3399999999999999,1.0,1.0,0.49363881521330993,0.5964079243434951,0.49230769230769234,0.5757142857142857,0.4560324079935556,0.5900474747753551,0.7723076923076923,1.0,0.0,0.0
2023-08-12,Polyana Viana,Iasmin Lucindo,L,0.4,0.4166666666666667,0,1,Orthodox,Orthodox,0.6029411764705882,0.6458333333333334,0.3333333333333333,1.0,5.0,2.539999999999992,31,22,0.5900000000000001,0.6,0.0,0.6699999999999999,0.6027390223422695,0.41402775906212097,0.47375,0.7050000000000001,0.45392037683108416,0.40689671317539094,0.6875,1.0,0.2125,0.4
2023-08-12,AJ Dobson,Tafon Nchukwi,W,0.5,0.5353535353535354,0,0,Orthodox,Orthodox,0.5568181818181818,0.5566037735849056,0.6666666666666666,0.0,2.0,-2.5400000000000205,32,29,0.47,0.5,1.0,0.3399999999999999,0.49956709956709955,0.5908577533577534,0.455,0.502,0.46901311249137334,0.5679743802500443,0.815,0.8300000000000001,0.5,0.3
2023-08-12,Josh Fremd,Jamie Pickett,W,0.3875,0.2692307692307692,2,0,Orthodox,Orthodox,0.5412844036697247,0.3880597014925373,0.0,0.6666666666666666,5.0,-10.159999999999997,30,35,0.74,0.62,0.3399999999999999,1.0,0.5769532902290169,0.5525175372293167,0.45999999999999996,0.4642857142857143,0.5198340416919652,0.5413346650710038,0.51,0.8771428571428572,0.6666666666666666,0.25
2023-08-12,JP Buys,Marcus McGhee,L,0.1333333333333333,0.5384615384615384,0,0,Orthodox,Orthodox,0.1333333333333333,0.5384615384615384,0.0,0.0,-8.0,-5.079999999999984,27,33,0.47,0.87,1.0,1.0,0.5910685805422647,0.4629629629629629,0.35333333333333333,0.72,0.42442279942279937,0.4716981132075472,0.5666666666666667,1.0,0.047619047619047596,0.0
2023-08-12,Terrance McKinney,Mike Breeden,W,0.6382978723404256,0.2,0,0,Switch,Orthodox,0.6382978723404256,0.2,0.0,0.0,0.0,7.620000000000003,29,34,0.8,0.37,1.0,1.0,0.6061282109076226,0.46018099547511315,0.46166666666666667,0.39,0.5568226891997384,0.4476190476190476,0.9583333333333334,0.72,0.3444444444444444,0.375
2023-08-12,Francis Marshall,Isaac Dulgarian,L,0.2857142857142857,0.660377358490566,0,0,Orthodox,Orthodox,0.6875,0.7349397590361446,0.0,1.0,5.0,2.539999999999992,24,27,0.3399999999999999,0.72,0.0,1.0,0.2689819543752128,,0.5049999999999999,,0.1987934904601571,,1.0,,0.3666666666666667,
2023-08-12,Josh Parisian,Martin Buday,L,0.4262295081967213,0.6268656716417911,0,1,Orthodox,Orthodox,0.4285714285714285,0.6813186813186813,0.0,1.0,0.0,5.079999999999984,34,32,0.38,0.5800000000000001,0.0,1.0,0.5620006810431623,0.5819598365632475,0.418,0.56,0.5136510931806351,0.5264783137840459,0.6599999999999999,1.0,0.2785714285714286,0.0
2023-08-12,Jaqueline Amorim,Montserrat Conejo Ruiz,W,0.6323529411764706,0.1666666666666666,4,0,Orthodox,Southpaw,0.6778846153846154,0.3508771929824561,0.3333333333333333,1.0,8.0,17.78,28,31,0.84,0.37,0.0,0.6699999999999999,0.4770642201834862,0.6190476190476191,0.56,0.5,0.2307692307692307,0.3972125435540069,0.0,1.0,0.2,0.4
2023-08-12,Da'Mon Blackshear,Jose Johnson,W,0.6,0.6666666666666666,1,0,Switch,Orthodox,0.6521739130434783,0.7619047619047619,0.5,0.0,-5.0,2.539999999999992,29,28,0.3399999999999999,0.4,1.0,0.5,0.5108043906284104,,0.5166666666666667,0.3983104586242984,0.42445187662578965,0.6756208985717143,0.4166666666666667,0.5018298361137135,0.28888888888888886,0.0
2023-08-12,Juliana Miller,Luana Santos,L,0.32,0.6,0,0,Orthodox,Orthodox,0.3246753246753247,0.6037735849056604,0.0,0.0,2.0,-2.539999999999992,27,23,0.4,0.6799999999999999,1.0,1.0,0.6025641025641026,,0.2899999999999999,0.6771277796613072,0.5075204765450484,0.6080588087145428,0.5,1.003659672227427,0.5,0.0
2023-08-05,Cory Sandhagen,Rob Font,W,0.4047619047619047,0.1836734693877551,1,0,Switch,Orthodox,0.6255924170616114,0.3623188405797101,1.0,0.5,7.0,-2.539999999999992,31,36,0.8200000000000001,0.6,0.5,0.0,0.4853960834662265,0.49120327601722447,0.5608333333333333,0.5833333333333334,0.45513545423769686,0.47844724665403615,0.47833333333333333,0.6446666666666666,0.20734126984126985,0.3266666666666667
2023-08-05,Jessica Andrade,Tatiana Suarez,L,0.3793103448275862,0.4693877551020408,0,1,Orthodox,Southpaw,0.4193548387096774,0.4901960784313725,0.0,1.0,-10.0,-10.160000000000023,32,33,0.54,0.63,0.0,1.0,0.5650981249870607,0.7147492314363806,0.5279166666666667,0.48500000000000004,0.5189562217615946,0.6447122138879435,0.7870833333333334,1.0,0.41096230158730157,0.6543123543123543
2023-08-05,Dustin Jacoby,Kennedy Nzechukwu,W,0.303030303030303,0.2222222222222222,0,0,Orthodox,Southpaw,0.303030303030303,0.2222222222222222,0.0,0.0,-6.0,-17.78,35,31,0.78,0.7,1.0,1.0,0.4897656411576517,0.5243333623208234,0.6,0.5444444444444444,0.4607227371939888,0.5043248841385961,0.7118181818181818,0.8533333333333333,0.0909090909090909,0.07936507936507936
2023-08-05,Diego Lopes,Gavin Tucker,W,0.0,0.0,3,0,Orthodox,Southpaw,0.0,0.0,0.0,1.0,12.0,15.23999999999998,29,37,1.0,1.0,0.0,1.0,0.5853658536585366,0.5817092983656547,0.3199999999999999,0.6583333333333333,0.5362318840579711,0.5442603005098096,0.43,0.7383333333333333,0.0,0.4038461538461538
2023-08-05,Tanner Boser,Aleksa Camur,W,0.5581395348837209,0.5,0,0,Orthodox,Orthodox,0.5731225296442688,0.6,0.0,0.0,3.0,2.539999999999992,32,28,0.5,0.4499999999999999,1.0,1.0,0.5504735332695988,0.678678314791734,0.5977777777777777,0.5366666666666666,0.5146705515586887,0.5802347802347803,0.7466666666666666,0.6666666666666666,0.0,0.25
2023-08-05,Ignacio Bahamondes,Ludovit Klein,L,0.3093525179856115,0.5185185185185185,0,0,Orthodox,Southpaw,0.3734939759036144,0.6225165562913907,0.0,0.6,20.0,7.620000000000003,26,28,0.49,0.7,0.4,1.0,0.4979520973846723,0.6078625238107996,0.6,0.49166666666666664,0.4909963027115767,0.5667514711401355,0.9375,0.8616666666666667,0.0,0.20634920634920637
2023-08-05,Kyler Phillips,Raoni Barcelos,W,0.3850267379679144,0.396551724137931,0,0,Orthodox,Orthodox,0.4081632653061224,0.4193548387096774,0.25,0.2727272727272727,3.0,12.699999999999989,28,36,0.61,0.62,0.73,0.75,0.515514640990023,0.5737307212420006,0.628,0.6166666666666667,0.48078444228392697,0.5291298275058569,0.868,0.9633333333333334,0.5838888888888889,0.3547619047619048
2023-08-05,Jeremiah Wells,Carlston Harris,L,0.375,0.2631578947368421,2,1,Switch,Orthodox,0.5256410256410257,0.5277777777777778,0.6,0.0,-8.0,-5.079999999999984,37,36,0.74,0.63,1.0,0.4,0.5753493962010193,0.5063052282768777,0.47,0.64,0.526126012145749,0.46236303953695257,1.0,0.9175,0.2,0.10416666666666667
2023-08-05,Billy Quarantillo,Damon Jackson,W,0.5319148936170213,0.3872832369942196,1,0,Orthodox,Switch,0.6259259259259259,0.4076086956521739,0.0,0.2307692307692307,-2.0,-2.539999999999992,35,35,0.62,0.47,0.77,1.0,0.6461199928093253,0.5049983930647338,0.4375,0.508,0.5926182139560109,0.4293181644725858,0.83,0.6839999999999999,0.36607142857142855,0.3416666666666667
2023-08-05,Cody Durden,Jake Hadley,W,0.4470588235294118,0.3132530120481928,1,3,Southpaw,Southpaw,0.5163934426229508,0.4245283018867924,0.6666666666666666,0.0,0.0,-7.620000000000003,32,27,0.69,0.56,1.0,0.3399999999999999,0.5568227761600413,0.5546690307328604,0.5114285714285715,0.66,0.5032414175851814,0.4281989746180727,0.8099999999999999,0.5,0.5378510378510378,0.0
2023-08-05,Sean Woodson,Dennis Buzukja,W,0.5634920634920635,0.3620689655172414,0,0,Orthodox,Switch,0.7117903930131004,0.3801652892561983,0.8,0.0,13.0,20.319999999999997,31,26,0.64,0.4399999999999999,1.0,0.1999999999999999,0.5177354698131967,,0.61,0.4381415044867281,0.449249832248637,0.3669320397415345,0.8379999999999999,0.2007319344454853,0.0,0.0
2023-08-05,Ode Osbourne,Assu Almabayev,L,0.2222222222222222,0.65,0,2,Southpaw,Orthodox,0.3636363636363636,0.6666666666666666,0.0,0.4,7.0,20.32000000000002,32,30,0.35,0.78,0.6,1.0,0.5208419745753049,,0.43285714285714283,,0.5001856883505309,,0.9,,0.06326530612244897,
2023-07-29,Dustin Poirier,Justin Gaethje,L,0.5192307692307693,0.6212121212121212,0,0,Southpaw,Orthodox,0.5192307692307693,0.6212121212121212,0.0,0.0,-5.0,5.079999999999984,35,35,0.38,0.49,1.0,1.0,0.551059385635197,0.6024209413806856,0.5592857142857143,0.5472727272727274,0.5067204238321606,0.5992427475913801,0.7907142857142857,0.85,0.25418083900226757,0.0303030303030303
2023-07-29,Jan Blachowicz,Alex Pereira,L,0.6419753086419753,0.7608695652173914,2,1,Orthodox,Orthodox,0.7008547008547008,0.8115942028985508,0.375,0.0,-5.0,-2.539999999999992,40,36,0.24,0.36,1.0,0.63,0.5792838676773551,0.6607257044650688,0.5794736842105263,0.5740000000000001,0.5103663001292705,0.5991102978097145,0.743157894736842,0.844,0.3192982456140351,0.2
2023-07-29,Derrick Lewis,Marcos Rogerio de Lima,W,0.5151515151515151,1.0,0,0,Orthodox,Orthodox,0.5555555555555556,1.0,0.0,0.0,5.0,10.159999999999997,38,38,0.0,0.49,1.0,1.0,0.5226932086373328,0.6659642108429265,0.4476923076923077,0.60125,0.505896648032845,0.5841096187129464,0.7046153846153846,0.7875,0.1987179487179487,0.12366071428571428
2023-07-29,Tony Ferguson,Bobby Green,L,0.4390243902439024,0.631336405529954,0,1,Orthodox,Orthodox,0.4492753623188406,0.6387665198237885,0.0,0.0,2.0,12.699999999999989,39,37,0.37,0.5700000000000001,1.0,1.0,0.49181620598746273,0.5466569762708152,0.6095238095238096,0.6423809523809524,0.44162975684353206,0.5213557620996803,0.7395238095238095,0.7657142857142857,0.21428571428571427,0.2992063492063492
2023-07-29,Michael Chiesa,Kevin Holland,L,0.3636363636363636,0.5625,0,1,Southpaw,Orthodox,0.4615384615384615,0.631578947368421,0.0,0.0,-5.0,-15.240000000000007,36,31,0.4399999999999999,0.64,1.0,1.0,0.5294336640943093,0.6650811248403142,0.5505882352941176,0.505,0.4098200063446069,0.5471562579393315,0.7858823529411765,0.6694444444444444,0.5543417366946779,0.2592592592592593
2023-07-29,Gabriel Bonfim,Trevin Giles,W,0.2727272727272727,0.2,1,0,Orthodox,Orthodox,0.2727272727272727,0.2,1.0,0.0,2.0,-5.0800000000000125,26,31,0.8,0.73,1.0,0.0,0.4090909090909091,0.5986154894349659,0.31,0.6109090909090908,0.4090909090909091,0.5369831687155233,1.0,0.72,0.0,0.3318181818181818
2023-07-29,CJ Vergara,Vinicius Salvador,W,0.6022099447513812,0.4512820512820513,0,0,Orthodox,Southpaw,0.6022099447513812,0.4540816326530612,0.0,0.0,-2.0,-5.0800000000000125,32,27,0.55,0.4,1.0,1.0,0.6608019454436568,0.494047619047619,0.505,0.48,0.5831034259922054,0.3615384615384615,0.6775,0.87,0.0,0.1666666666666666
2023-07-29,Roman Kopylov,Claudio Ribeiro,W,0.7619047619047619,0.5423728813559322,0,0,Southpaw,Orthodox,0.7619047619047619,0.55,0.0,0.0,-2.0,-5.0800000000000125,32,31,0.4599999999999999,0.24,1.0,1.0,0.508643181699141,0.7185592185592186,0.62,0.35,0.49132953620334546,0.6001024065540195,0.89,0.75,0.375,0.5
2023-07-29,Jake Matthews,Darrius Flowers,W,0.594059405940594,0.5625,1,0,Orthodox,Orthodox,0.6283185840707964,0.5942028985507246,0.0,0.3333333333333333,5.0,5.0800000000000125,29,29,0.4399999999999999,0.41,0.6699999999999999,1.0,0.5112419648481452,,0.5852941176470587,,0.4414707367242303,,0.7494117647058823,,0.36070791953144893,
